,Title,Artists,Danceability,Energy,Loudness,Speechiness,Acousticness,Valence,Continent,id,Song URL
98608,Paradise By the Dashboard Light,Meat Loaf,0.326,0.872,-15.19175188972877,0.122,0.214,0.492,Anglo-America,7mzHEzbsl5iOvBRuXwReZU,https://open.spotify.com/track/7mzHEzbsl5iOvBRuXwReZU
98648,Take My Breath,The Weeknd,0.698,0.769,-14.444753223654956,0.037,0.013,0.354,Anglo-America,2vgUijXOTRMnWXDtvgMp2b,https://open.spotify.com/track/2vgUijXOTRMnWXDtvgMp2b
98675,When I'm Gone (with Katy Perry),"Alesso, Katy Perry",0.685,0.886,-9.484215206758563,0.034,0.028,0.615,Europe,5902W4uHWzhtOff1UK7the,https://open.spotify.com/track/5902W4uHWzhtOff1UK7the
98769,L'enfer,Stromae,0.4,0.547,-16.490662516674078,0.177,0.33,0.606,Europe,7bp3zmEvpHLa0h32nhDUkB,https://open.spotify.com/track/7bp3zmEvpHLa0h32nhDUkB
98808,P power (feat. Drake),"Gun, Drake",0.828,0.591,-12.882392174299689,0.109,0.02,0.202,Europe,0lEjxUUlKqjqXrVlIHFduD,https://open.spotify.com/track/0lEjxUUlKqjqXrVlIHFduD
98901,Best Friends,The Weeknd,0.737,0.564,-14.263005780346823,0.105,0.436,0.528,Anglo-America,1E5Xu8dur0fAjSP1VpVhAZ,https://open.spotify.com/track/1E5Xu8dur0fAjSP1VpVhAZ
98960,"Here We Goâ€¦ Again (feat. Tyler, the Creator)","The Weeknd, Tyler, The Creator",0.469,0.623,-9.906069364161851,0.03,0.345,0.198,Anglo-America,1NhjYYcYTRywc0di98xHxf,https://open.spotify.com/track/1NhjYYcYTRywc0di98xHxf
99063,TO THE MOON,"Jnr Choi, Sam Tompkins",0.744,0.648,-22.223210315695866,0.35,0.045,0.387,Asia,0hYFc3HSZHDaDzquLVRwBH,https://open.spotify.com/track/0hYFc3HSZHDaDzquLVRwBH
99402,Nothing,Bruno Major,0.555,0.27,-29.014562027567806,0.088,0.931,0.274,Europe,2IAR0DziHCjSu16gR4ihvy,https://open.spotify.com/track/2IAR0DziHCjSu16gR4ihvy
99759,I Heard You're Married (feat. Lil Wayne),"The Weeknd, Lil Wayne",0.736,0.848,-11.6768563806136,0.171,0.103,0.784,Anglo-America,5XbA7TAqsD0fj0dGBrbb0D,https://open.spotify.com/track/5XbA7TAqsD0fj0dGBrbb0D
99827,Súbelo,"Anuel AA, Myke Towers, Jhay Cortez",0.625,0.754,-9.449199644286345,0.076,0.17,0.746,Latin-America,3xv8JksRyqHa1lwkM9xvJf,https://open.spotify.com/track/3xv8JksRyqHa1lwkM9xvJf
99841,Starry Eyes,The Weeknd,0.309,0.418,-16.892507781236105,0.031,0.465,0.146,Anglo-America,6zzdyvVWjGrQBraSvuqJPY,https://open.spotify.com/track/6zzdyvVWjGrQBraSvuqJPY
99916,Dawn FM,The Weeknd,0.28,0.478,-17.114273010226768,0.037,0.674,0.081,Anglo-America,6krYS8KtmNAYyb5uTZiYW4,https://open.spotify.com/track/6krYS8KtmNAYyb5uTZiYW4
99921,Don't Break My Heart,The Weeknd,0.767,0.618,-14.459759893285899,0.032,0.31,0.243,Anglo-America,6a4GH1gljLL7VvmO9u5O92,https://open.spotify.com/track/6a4GH1gljLL7VvmO9u5O92
99961,Iffy,Chris Brown,0.415,0.83,-11.888617163183632,0.18,0.014,0.485,Anglo-America,3kfqYE0jGONOrkVpkPPOd5,https://open.spotify.com/track/3kfqYE0jGONOrkVpkPPOd5
99981,Love It When You Hate Me (feat. blackbear),"Avril Lavigne, blackbear",0.611,0.803,-9.799355269008444,0.039,0.004,0.624,Anglo-America,4jUAn4mBt4LBsRREJkeCSr,https://open.spotify.com/track/4jUAn4mBt4LBsRREJkeCSr
100057,thought i was playing,"Gun, 21 Savage",0.679,0.73,-14.993330369052913,0.069,0.004,0.292,Europe,3XLbDUB5BX2WqL2qoAsvtb,https://open.spotify.com/track/3XLbDUB5BX2WqL2qoAsvtb
100075,WHERE WE ARE,The Lumineers,0.573,0.507,-15.995442418852825,0.034,0.759,0.363,Anglo-America,4MTmAFWHpvB9kPMSRgLFRp,https://open.spotify.com/track/4MTmAFWHpvB9kPMSRgLFRp
100079,Won't Stand Down,Muse,0.514,0.882,-9.862716763005778,0.086,0.004,0.424,Europe,6hIr2IDeBDXfRFk0rYe5Tz,https://open.spotify.com/track/6hIr2IDeBDXfRFk0rYe5Tz
100086,A Tale By Quincy,The Weeknd,0.447,0.513,-2.530574699866605,0.127,0.679,0.572,Anglo-America,759ndr57jb0URg4j9YSWml,https://open.spotify.com/track/759ndr57jb0URg4j9YSWml
100249,Take My Breath,The Weeknd,0.747,0.739,-12.533903957314358,0.049,0.011,0.523,Anglo-America,6M3PsepEj5gyJoIi7Xvr7u,https://open.spotify.com/track/6M3PsepEj5gyJoIi7Xvr7u
100337,Every Angel is Terrifying,The Weeknd,0.447,0.959,-2.5254390840373446,0.348,0.109,0.46,Anglo-America,3vJcz8exedHCjQ9ed95NqU,https://open.spotify.com/track/3vJcz8exedHCjQ9ed95NqU
100390,Miserable Man,David Kushner,0.632,0.349,-19.67207647843486,0.035,0.926,0.307,Anglo-America,6gPPoRYJwCsoB2VVdPJfmo,https://open.spotify.com/track/6gPPoRYJwCsoB2VVdPJfmo
100413,Pope Is a Rockstar,SALES,0.725,0.446,-17.45275678079146,0.029,0.85,0.311,Anglo-America,0So2sgVa8aJiARPl2P29u2,https://open.spotify.com/track/0So2sgVa8aJiARPl2P29u2
100503,Blessed-Cursed,ENHYPEN,0.604,0.886,-8.390395731436193,0.061,0.093,0.401,Asia,7ecbsiAQ6PNdiAq0hplVZo,https://open.spotify.com/track/7ecbsiAQ6PNdiAq0hplVZo
100613,Phantom Regret by Jim,The Weeknd,0.394,0.519,-20.927634504224102,0.047,0.75,0.241,Anglo-America,1NlK2NtpuUazpziLhnJwEV,https://open.spotify.com/track/1NlK2NtpuUazpziLhnJwEV
100685,25k jacket (feat. Lil Baby),"Gun, Lil Baby",0.903,0.537,-13.944530902623384,0.283,0.16,0.737,Europe,0boodYr1uIpSVmGSP65Fmk,https://open.spotify.com/track/0boodYr1uIpSVmGSP65Fmk
100887,A La Antigüita,Calibre 50,0.651,0.726,-9.42585593597154,0.054,0.382,0.963,Latin-America,798ahLNEcoFER7Vywg1FMT,https://open.spotify.com/track/798ahLNEcoFER7Vywg1FMT
100893,alotta cake,Gun,0.895,0.543,-13.797799021787462,0.298,0.181,0.555,Europe,2iCDO8ePNuCvMiMFc0FQdA,https://open.spotify.com/track/2iCDO8ePNuCvMiMFc0FQdA
100997,mop (feat. Young Thug),"Gun, Young Thug",0.878,0.575,-17.075922632281014,0.284,0.003,0.399,Europe,2ZGEjmwyeZ3rpEezkZwqOP,https://open.spotify.com/track/2ZGEjmwyeZ3rpEezkZwqOP
101157,how you did that (feat. Kodak Black),"Gun, Kodak Black",0.821,0.572,-12.840706980880391,0.166,0.005,0.35,Europe,49W1ZqawgaAwbIY3Hlrp0K,https://open.spotify.com/track/49W1ZqawgaAwbIY3Hlrp0K
101214,poochie gown,Gun,0.834,0.696,-13.544353045798132,0.175,0.003,0.545,Europe,5UwA4sYMyaLALd3F2hUgjR,https://open.spotify.com/track/5UwA4sYMyaLALd3F2hUgjR
101219,private island,Gun,0.811,0.531,-2.528173632725661,0.414,0.127,0.338,Europe,0syVTyo71ordJjSd8cuElB,https://open.spotify.com/track/0syVTyo71ordJjSd8cuElB
101239,SOLITE PARE (feat. thasup & Sfera Ebbasta),"Sick Luke, thasup, Sfera Ebbasta",0.66,0.79,-9.759337483325922,0.054,0.282,0.556,Europe,3NbehQmQsyuN17EP7dW5mJ,https://open.spotify.com/track/3NbehQmQsyuN17EP7dW5mJ
101267,too easy,"Gun, Future",0.798,0.572,-13.566029346376169,0.17,0.027,0.293,Europe,2Hph3X77ySNgBCIak5CMc6,https://open.spotify.com/track/2Hph3X77ySNgBCIak5CMc6
101316,Dawn FM,The Weeknd,0.28,0.478,-17.114273010226768,0.037,0.674,0.081,Anglo-America,3jQvH2VoTRe5CEnIS0MnCE,https://open.spotify.com/track/3jQvH2VoTRe5CEnIS0MnCE
101321,Don't Break My Heart,The Weeknd,0.767,0.618,-14.459759893285899,0.032,0.31,0.243,Anglo-America,0iZ7MgaUedNHqlqg9PMqsY,https://open.spotify.com/track/0iZ7MgaUedNHqlqg9PMqsY
101325,"DREAM TEAM (feat. Dylan, Capo Plaza, Tedua & Shiva)","Sick Luke, Shiva, Capo Plaza, Tedua, Dylan",0.733,0.678,-12.974099599822146,0.376,0.04,0.305,Europe,1QlqHpITeEHB4EWFGqks9J,https://open.spotify.com/track/1QlqHpITeEHB4EWFGqks9J
101338,flooded,Gun,0.895,0.573,-16.408959537572258,0.088,0.194,0.585,Europe,2uir82NkzZ8yIT01L6UoJj,https://open.spotify.com/track/2uir82NkzZ8yIT01L6UoJj
101359,idk that bitch (feat. G Herbo),"Gun, G Herbo",0.867,0.647,-17.130947087594485,0.583,0.04,0.56,Europe,5ts6i8uvQcihNqmUcxRMFk,https://open.spotify.com/track/5ts6i8uvQcihNqmUcxRMFk
101372,livin wild,Gun,0.748,0.607,-12.632281013783903,0.212,0.022,0.618,Europe,2Ep9xSNftebXZkSQp1yM25,https://open.spotify.com/track/2Ep9xSNftebXZkSQp1yM25
101436,south to west,Gun,0.884,0.675,-14.536460649177414,0.185,0.134,0.452,Europe,6hP9uvjkqnt8u2i9u2xhJC,https://open.spotify.com/track/6hP9uvjkqnt8u2i9u2xhJC
101438,Starry Eyes,The Weeknd,0.309,0.418,-16.892507781236105,0.031,0.465,0.146,Anglo-America,5Fxstmke6g6iWEQ2UoGWpa,https://open.spotify.com/track/5Fxstmke6g6iWEQ2UoGWpa
101447,Take My Breath,The Weeknd,0.698,0.769,-14.444753223654956,0.037,0.013,0.354,Anglo-America,0XvDZGVqGYM7P4rgzRnWhq,https://open.spotify.com/track/0XvDZGVqGYM7P4rgzRnWhq
101472,Wenn ich will,"Gzuz, Bonez MC",0.821,0.656,-12.54224099599822,0.304,0.548,0.379,Europe,0Dfyjnusld4dFOUl91gf0z,https://open.spotify.com/track/0Dfyjnusld4dFOUl91gf0z
101481,you & me,"Gun, Chlöe",0.744,0.535,-18.35482436638506,0.074,0.279,0.106,Europe,4xTRiW8KxQjf6JxeyozXkZ,https://open.spotify.com/track/4xTRiW8KxQjf6JxeyozXkZ
101504,Broadway Girls (feat. Morgan Wallen),Lil Durk,0.659,0.745,-8.517118719430862,0.035,0.042,0.54,Anglo-America,3DZ8dbKg4OTSSqGARvecYd,https://open.spotify.com/track/3DZ8dbKg4OTSSqGARvecYd
101533,Entre Nosotros,"Tiago PZK, LIT killah",0.729,0.513,-13.095820364606489,0.046,0.494,0.789,Latin-America,6w8yBI2vthyN9UnwO4UBWb,https://open.spotify.com/track/6w8yBI2vthyN9UnwO4UBWb
101548,GHOST TOWN,Benson Boone,0.391,0.335,-19.29690973766118,0.076,0.389,0.116,Anglo-America,135Lf4Q0CzlMNfOxbEUsLH,https://open.spotify.com/track/135Lf4Q0CzlMNfOxbEUsLH
101549,Girl Of My Dreams (with SUGA of BTS),"Juice WRLD, SUGA, BTS",0.603,0.771,-13.080813694975546,0.063,0.194,0.332,Anglo-America,7DF8lvLdV3htIbuTWpc7lR,https://open.spotify.com/track/7DF8lvLdV3htIbuTWpc7lR
101578,Love Again,Dua Lipa,0.659,0.667,-10.299577590040023,0.034,0.002,0.468,Europe,4rPkN1FMzQyFNP9cLUGIIB,https://open.spotify.com/track/4rPkN1FMzQyFNP9cLUGIIB
101634,Someone Like You,Adele,0.556,0.319,-16.273899510893727,0.028,0.893,0.294,Europe,5lkpeJwmQKgY3bX2zChjxX,https://open.spotify.com/track/5lkpeJwmQKgY3bX2zChjxX
101648,telepatía,Kali Uchis,0.653,0.524,-17.54946642952423,0.05,0.112,0.553,Latin-America,6tDDoYIxWvMLTdKpjFkc1B,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
101660,Tiroteo - Remix,"Marc Seguí, Rauw Alejandro, Pol Granch",0.75,0.522,-14.217985771453975,0.029,0.282,0.601,Europe,4OwhwvKESFtuu06dTgct7i,https://open.spotify.com/track/4OwhwvKESFtuu06dTgct7i
101670,Wandered To LA (with Justin Bieber),"Juice WRLD, Justin Bieber",0.687,0.643,-10.457981325033344,0.041,0.052,0.418,Anglo-America,1cA4wEmLkKlttS6N89LbJh,https://open.spotify.com/track/1cA4wEmLkKlttS6N89LbJh
101686,7 rings,Ariana Grande,0.778,0.317,-20.410738105824812,0.334,0.592,0.327,Anglo-America,6ocbgoVGwYJhOv1GgI9NsF,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
102200,No Role Modelz,J. Cole,0.692,0.521,-16.63072476656292,0.33,0.301,0.463,Anglo-America,62vpWI1CHwFy7tMIcSStl8,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
102314,Coração Cachorro,"Avine Vinny, Matheus Fernandes",0.739,0.758,-9.345820364606489,0.037,0.439,0.691,Latin-America,2RGIuYTsyyHoOCqW0krvNE,https://open.spotify.com/track/2RGIuYTsyyHoOCqW0krvNE
102334,Ela me Falou Que Quer Rave,"MC Levin, DJ Nikolas Alves Exclusive, DJ Kaioken, DJ Gege",0.832,0.641,-12.600600266785236,0.09,0.271,0.932,Latin-America,0JdkDCdrhMOaeXjIZdeBXN,https://open.spotify.com/track/0JdkDCdrhMOaeXjIZdeBXN
102372,Lemonade,"Internet Money, Gunna, Don Toliver, NAV",0.8,0.658,-12.757336594041803,0.079,0.25,0.462,Anglo-America,7hxHWCCAIIxFLCzvDgnQHX,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
102461,TO THE MOON,"Jnr Choi, Sam Tompkins",0.732,0.652,-22.244886616273902,0.348,0.045,0.407,Asia,3kvm9xedJN0uVx9kFmcFdf,https://open.spotify.com/track/3kvm9xedJN0uVx9kFmcFdf
102463,Todo Mundo Menos Você,"Marília Mendonça, Maiara & Maraisa",0.778,0.641,-11.283348154735435,0.045,0.753,0.434,Latin-America,053zWWZDziDJd3U94x8RuP,https://open.spotify.com/track/053zWWZDziDJd3U94x8RuP
102486,A Maior Saudade - Ao Vivo,Henrique & Juliano,0.292,0.626,-2.5240884837705693,0.053,0.571,0.305,Latin-America,14JKzKrJbPDflw8XyATMey,https://open.spotify.com/track/14JKzKrJbPDflw8XyATMey
102493,Another One Bites The Dust - Remastered 2011,Queen,0.933,0.528,-13.30758114717652,0.161,0.112,0.754,Europe,5vdp5UmvTsnMEMESIF2Ym7,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
102496,Baby Me Atende,"Matheus Ferndes, Dilsinho",0.65,0.792,-8.893952867941309,0.039,0.607,0.872,Latin-America,1bWBG6IkMnDr3qvCKSvQT7,https://open.spotify.com/track/1bWBG6IkMnDr3qvCKSvQT7
102504,Billie Jean,Michael Jackson,0.92,0.654,-7.6033792796798565,0.04,0.024,0.847,Anglo-America,5ChkMS8OtdzJeqyybCc9R5,https://open.spotify.com/track/5ChkMS8OtdzJeqyybCc9R5
102508,Botella Tras Botella,"Gera MX, Christian Nodal",0.727,0.546,-10.13950644730992,0.044,0.656,0.69,Latin-America,2MnLkFqY9Rpg9s3Zv6ZJdK,https://open.spotify.com/track/2MnLkFqY9Rpg9s3Zv6ZJdK
102510,Cê Tá Preparada - Ao Vivo,"Tayrone, Marília Mendonça",0.782,0.845,-8.737216540684749,0.072,0.501,0.771,Latin-America,1tYJnXtKLoWVIL4lZOouQG,https://open.spotify.com/track/1tYJnXtKLoWVIL4lZOouQG
102511,Cada Quien,"Grupo Firme, Maluma",0.707,0.833,-6.681302801244996,0.052,0.137,0.788,Latin-America,5BE9B2FiFWBbBdoIQ1m1UP,https://open.spotify.com/track/5BE9B2FiFWBbBdoIQ1m1UP
102537,El Tóxico,"Grupo Firme, Carin Leon",0.626,0.503,-10.998221431747446,0.141,0.407,0.821,Latin-America,7E9GeFGfjXw9LAI4ay6rsw,https://open.spotify.com/track/7E9GeFGfjXw9LAI4ay6rsw
102538,Ela e Ela,Zé Neto & Cristiano,0.578,0.669,-10.432970208981772,0.034,0.279,0.53,Latin-America,7pvrsbBKUQI2QmA74WCJa5,https://open.spotify.com/track/7pvrsbBKUQI2QmA74WCJa5
102544,Expectativa x Realidade,Matheus & Kauan,0.585,0.839,-11.976989773232546,0.076,0.182,0.568,Latin-America,1wdhj1r7aeWVDUl9d18YKu,https://open.spotify.com/track/1wdhj1r7aeWVDUl9d18YKu
102557,Hawái,Maluma,0.783,0.727,-8.27534459759893,0.389,0.185,0.558,Latin-America,1yoMvmasuxZfqHEipJhRbp,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
102558,Head & Heart (feat. MNEK),"Joel Corry, MNEK",0.734,0.874,-7.781791907514453,0.066,0.168,0.905,Europe,6cx06DFPPHchuUAcTxznu9,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
102567,In Da Getto,"J Balvin, Skrillex",0.924,0.723,-7.755113383726098,0.047,0.018,0.643,Latin-America,1q0PYXTbDsirp2l74ng6pn,https://open.spotify.com/track/1q0PYXTbDsirp2l74ng6pn
102584,Love Tonight - Edit,Shouse,0.727,0.681,-14.378056914184079,0.027,0.002,0.448,Oceania,6OufwUcCqo81guU2jAlDVP,https://open.spotify.com/track/6OufwUcCqo81guU2jAlDVP
102590,Meu Pedaço de Pecado,João Gomes,0.668,0.887,-9.859381947532235,0.056,0.369,0.907,Latin-America,2kJRlOyrxsy7Ot3c5TZ8Q6,https://open.spotify.com/track/2kJRlOyrxsy7Ot3c5TZ8Q6
102601,NO CHÃO NOVINHA,"Anitta, PEDRO SAMPAIO",0.703,0.806,-8.457092040907071,0.059,0.06,0.704,Latin-America,7ARoqP7G8UYW8SyYPyPp7k,https://open.spotify.com/track/7ARoqP7G8UYW8SyYPyPp7k
102605,Nota de Repúdio - Ao Vivo,Gusttavo Lima,0.811,0.807,-6.986438417074254,0.1,0.381,0.766,Latin-America,6qdJZIjxrPaJjaGqlXFLSs,https://open.spotify.com/track/6qdJZIjxrPaJjaGqlXFLSs
102621,Putariazinha,Felipe Amorim,0.882,0.793,-6.249444197421077,0.072,0.061,0.725,Latin-America,2jwrYBGz7osKI31v50bS7b,https://open.spotify.com/track/2jwrYBGz7osKI31v50bS7b
102624,Rasputin,"Majestic, Boney M.",0.758,0.913,-7.394953312583375,0.113,0.004,0.658,Europe,0b18g3G5spr4ZCkz7Y6Q0Q,https://open.spotify.com/track/0b18g3G5spr4ZCkz7Y6Q0Q
102625,Revoada No Colchão,"Zé Felipe, Marcynho Sensação",0.704,0.936,-7.041462872387726,0.058,0.231,0.96,Latin-America,4kGdnA7FzSVsXC29LPghej,https://open.spotify.com/track/4kGdnA7FzSVsXC29LPghej
102626,Rolê,"Tarcísio do Acordeon, Marcynho Sensação",0.678,0.775,-9.439195197865715,0.043,0.302,0.96,Latin-America,50gPsfGHy5OnPauA9455DM,https://open.spotify.com/track/50gPsfGHy5OnPauA9455DM
102628,Roses - Imanbek Remix,"SAINt JHN, Imanbek",0.769,0.719,-11.640173410404628,0.047,0.014,0.863,Anglo-America,0zLCBJZSiELJf02ucPP9wb,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
102634,Senta Dada,"Zé Felipe, Os Barões Da Pisadinha",0.746,0.743,-8.100266785237885,0.063,0.251,0.938,Latin-America,2R9IrE42Mw4zdUXAEFNiZL,https://open.spotify.com/track/2R9IrE42Mw4zdUXAEFNiZL
102638,Si Te Pudiera Mentir,Calibre 50,0.764,0.585,-15.515228990662514,0.031,0.348,0.89,Latin-America,3p6eieHX6oEOzJStPtEsLu,https://open.spotify.com/track/3p6eieHX6oEOzJStPtEsLu
102668,"Trava  Pose, Chama no Zoom, Da um Close (feat. Mc Renn)","DJ Patrick Muniz, Dj Olliver, Mc Topre, Mc Renn",0.863,0.701,-10.916518452645619,0.212,0.63,0.769,Latin-America,0DsPj89zlY3Us7xb5cXK5h,https://open.spotify.com/track/0DsPj89zlY3Us7xb5cXK5h
102670,Você Beberia Ou Não Beberia?,Zé Neto & Cristiano,0.587,0.774,-10.384615384615387,0.067,0.562,0.593,Latin-America,2ixi9HWJw5lnLDmRMsiCS5,https://open.spotify.com/track/2ixi9HWJw5lnLDmRMsiCS5
102680,Ya Supérame (En Vivo),Grupo Firme,0.436,0.4,-13.389284126278348,0.11,0.463,0.568,Latin-America,6HIIuuUIEzH1meVdGbMXyf,https://open.spotify.com/track/6HIIuuUIEzH1meVdGbMXyf
102835,Your Love (9PM),"ATB, Topic, A7S",0.669,0.784,-11.85860382392174,0.112,0.194,0.517,Europe,5YaskwnGDZFDRipaqzbwQx,https://open.spotify.com/track/5YaskwnGDZFDRipaqzbwQx
102843,Love Tonight (David Guetta Remix Edit),"Shouse, David Guetta",0.621,0.989,-9.560915962650064,0.043,0.015,0.035,Oceania,2prnn41CblB8B4yWACDljP,https://open.spotify.com/track/2prnn41CblB8B4yWACDljP
102849,Don't Go Yet,Camila Cabello,0.666,0.796,-14.132947976878611,0.103,0.049,0.61,Latin-America,1058fW9H3fZA6QjYCdOBad,https://open.spotify.com/track/1058fW9H3fZA6QjYCdOBad
102852,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)","Pitbull, Ne-Yo, AFROJACK, Nayer",0.671,0.939,-7.861827478879505,0.161,0.191,0.53,Anglo-America,4QNpBfC0zvjKqPJcyqBy9W,https://open.spotify.com/track/4QNpBfC0zvjKqPJcyqBy9W
102854,Uptown Funk (feat. Bruno Mars),"Mark Ronson, Bruno Mars",0.856,0.609,-14.559804357492219,0.082,0.008,0.928,Europe,32OlwWuMpZ6b0aN2RZOeMS,https://open.spotify.com/track/32OlwWuMpZ6b0aN2RZOeMS
102856,Never Going Home,Kungs,0.836,0.846,-10.307914628723879,0.039,0.091,0.942,Europe,0xfMlIW8lS40qvpsUw1l0X,https://open.spotify.com/track/0xfMlIW8lS40qvpsUw1l0X
102871,Wannabe,Spice Girls,0.768,0.864,-12.762338817252115,0.032,0.101,0.891,Europe,1Je1IMUlBXcx1Fz0WE7oPT,https://open.spotify.com/track/1Je1IMUlBXcx1Fz0WE7oPT
102875,Higher Love,"Kygo, Whitney Houston",0.693,0.678,-14.453090262338819,0.032,0.015,0.404,Europe,1kKYjjfNYxE0YYgLa7vgVY,https://open.spotify.com/track/1kKYjjfNYxE0YYgLa7vgVY
103472,Already Dead,Juice WRLD,0.744,0.495,-13.039128501556249,0.063,0.022,0.128,Anglo-America,2quVkyLSVr5wX2QIhnexUt,https://open.spotify.com/track/2quVkyLSVr5wX2QIhnexUt
103580,Butter - Megan Thee Stallion Remix,"BTS, Megan Thee Stallion",0.739,0.588,-10.804802134281907,0.136,0.003,0.774,Asia,474VqnPDr0251lsQBB8sQB,https://open.spotify.com/track/474VqnPDr0251lsQBB8sQB
103736,Do They Know It's Christmas? - 1984 Version,Band Aid,0.599,0.642,-14.081258337038683,0.036,0.164,0.349,Europe,0247StOpd3AkeBQzANX4Zf,https://open.spotify.com/track/0247StOpd3AkeBQzANX4Zf
103954,Do You Hear What I Hear? - Remastered 2006,Bing Crosby,0.532,0.246,-28.35927078701645,0.028,0.813,0.414,Anglo-America,2Uiv8YvD3q63FGTUjkYvxT,https://open.spotify.com/track/2Uiv8YvD3q63FGTUjkYvxT
103956,Merry Xmas Everybody,Slade,0.405,0.752,-11.606825255669186,0.039,0.138,0.433,Europe,4dBQWyoZmmgvFBlALGlqZi,https://open.spotify.com/track/4dBQWyoZmmgvFBlALGlqZi
103957,O Tannenbaum,Vince Guaraldi Trio,0.583,0.191,-29.091262783459314,0.04,0.908,0.342,Anglo-America,34rzJNfTd5e9s3TICFMPD0,https://open.spotify.com/track/34rzJNfTd5e9s3TICFMPD0
103959,Christmas Time Is Here,Vince Guaraldi Trio,0.388,0.145,-35.359048465984884,0.032,0.978,0.091,Anglo-America,299lFlaAsNQdgbIZNPmIA0,https://open.spotify.com/track/299lFlaAsNQdgbIZNPmIA0
103960,Have Yourself A Merry Little Christmas,Judy Garland,0.156,0.184,-2.5408292574477542,0.039,0.97,0.107,Anglo-America,030mot3ZKR3oskfMsqDB2R,https://open.spotify.com/track/030mot3ZKR3oskfMsqDB2R
103973,Oh Santa! (feat. Ariana Grande & Jennifer Hudson),"Mariah Carey, Ariana Grande, Jennifer Hudson",0.648,0.938,-8.015228990662514,0.115,0.034,0.849,Anglo-America,2VkuxjlbnbaBiWYpdBGVol,https://open.spotify.com/track/2VkuxjlbnbaBiWYpdBGVol
103996,Linus And Lucy,Vince Guaraldi Trio,0.496,0.388,-26.154957759004006,0.038,0.787,0.694,Anglo-America,0MmNrhvLcoWjo7AOr0vgka,https://open.spotify.com/track/0MmNrhvLcoWjo7AOr0vgka
104005,"You're A Mean One, Mr. Grinch - From Dr. Seuss' 'How The Grinch Stole Christmas'",Thurl Ravenscroft,0.478,0.475,-20.692530013339265,0.28,0.946,0.437,Anglo-America,6Tof6kPUc2a17GKaKz4IXz,https://open.spotify.com/track/6Tof6kPUc2a17GKaKz4IXz
104008,This Christmas,Christina Aguilera,0.575,0.744,-11.630168963983998,0.06,0.069,0.701,Latin-America,32h59T8q2SonUPJ006lyXt,https://open.spotify.com/track/32h59T8q2SonUPJ006lyXt
104012,God Rest Ye Merry Gentlemen,Bing Crosby,0.45,0.202,-17.804579813250335,0.037,0.983,0.721,Anglo-America,06IdUbnrpRZ0IKI9IlO96I,https://open.spotify.com/track/06IdUbnrpRZ0IKI9IlO96I
104014,Cool Yule,"Louis Armstrong, The Commanders",0.565,0.415,-21.166073810582482,0.105,0.656,0.707,Anglo-America,0HYlVsZx8pLI2YoECmUQAd,https://open.spotify.com/track/0HYlVsZx8pLI2YoECmUQAd
104029,Christmas (Baby Please Come Home),Michael Bublé,0.495,0.793,-12.013672743441532,0.03,0.001,0.672,Anglo-America,66WPXyhXqMlkM1kZhyEXWK,https://open.spotify.com/track/66WPXyhXqMlkM1kZhyEXWK
104031,The Little Drummer Boy - Remastered 2006,Bing Crosby,0.636,0.165,-26.29502000889284,0.033,0.885,0.505,Anglo-America,4FuRG9hTnc4s4EYb05st0p,https://open.spotify.com/track/4FuRG9hTnc4s4EYb05st0p
104032,Bring Me Love,John Legend,0.498,0.856,-12.949088483770566,0.417,0.194,0.597,Anglo-America,36myXd7iOvlpoecKzCTHZj,https://open.spotify.com/track/36myXd7iOvlpoecKzCTHZj
104037,"Mary, Did You Know?",Pentatonix,0.497,0.312,-17.66951978657181,0.027,0.302,0.177,Anglo-America,4z8sz6E4YyFuEkv5o7IJni,https://open.spotify.com/track/4z8sz6E4YyFuEkv5o7IJni
104039,Cold December Night,Michael Bublé,0.517,0.702,-13.792796798577143,0.025,0.007,0.414,Anglo-America,4FPrAERfkPKOBKrRoyuxLu,https://open.spotify.com/track/4FPrAERfkPKOBKrRoyuxLu
104049,A Holly Jolly Christmas,Brett Eldredge,0.681,0.474,-16.89417518897288,0.042,0.621,0.7,Anglo-America,1GpPsjjd4D1jsteGYpGGIN,https://open.spotify.com/track/1GpPsjjd4D1jsteGYpGGIN
104056,Silent Night,Michael Bublé,0.24,0.124,-26.763561582925746,0.031,0.959,0.113,Anglo-America,6B14wYcEpWhyDvxWRb9Df8,https://open.spotify.com/track/6B14wYcEpWhyDvxWRb9Df8
104064,The First Noël,Andy Williams,0.208,0.184,-2.5419464206313904,0.03,0.931,0.347,Anglo-America,4r87anpJZfl5p6OsBZnrZs,https://open.spotify.com/track/4r87anpJZfl5p6OsBZnrZs
