,Title,Artists,Danceability,Energy,Loudness,Speechiness,Acousticness,Valence,Continent,id,Song URL
394566,Let Me Love You,"DJ Snake, Justin Bieber",0.476,0.718,-11.368385949310806,0.058,0.078,0.142,Europe,4pdPtRcBmOSQDlJ3Fk945m,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m
394625,Slide (feat. Frank Ocean & Migos),Calvin Harris ,0.736,0.795,-8.01689639839929,0.055,0.498,0.511,Europe,7tr2za8SQg2CI8EDgrdtNl,https://open.spotify.com/track/7tr2za8SQg2CI8EDgrdtNl
394636,Stranger Things (feat. OneRepublic),Kygo,0.604,0.661,-12.377167630057805,0.038,0.234,0.506,Europe,5gIRPQWULwrvIt0F6pY7ph,https://open.spotify.com/track/5gIRPQWULwrvIt0F6pY7ph
394688,Ain't No Mountain High Enough,"Marvin Gaye, Tammi Terrell",0.669,0.616,-20.484104046242777,0.033,0.482,0.818,Anglo-America,2H3ZUSE54pST4ubRd5FzFR,https://open.spotify.com/track/2H3ZUSE54pST4ubRd5FzFR
394698,Beat It,Michael Jackson,0.776,0.867,-8.692196531791907,0.048,0.05,0.918,Anglo-America,1OOtq8tRnDM8kG2gqUPjAj,https://open.spotify.com/track/1OOtq8tRnDM8kG2gqUPjAj
394713,Chantaje (feat. Maluma),Shakira,0.852,0.773,-7.386616273899513,0.078,0.187,0.907,Latin-America,6mICuAdrwEjh6Y6lroV2Kg,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg
394748,"Happy - From ""Despicable Me 2""",Pharrell Williams,0.647,0.822,-10.289573143619386,0.183,0.219,0.962,Anglo-America,5b88tNINg4Q4nrRbrCXUmg,https://open.spotify.com/track/5b88tNINg4Q4nrRbrCXUmg
394764,I Want You Back,The Jackson 5,0.639,0.548,-25.082814584259673,0.039,0.29,0.887,Anglo-America,3b0EOvScbZUc0qJx0E1L2z,https://open.spotify.com/track/3b0EOvScbZUc0qJx0E1L2z
394767,iSpy (feat. Lil Yachty),KYLE,0.746,0.653,-13.762783459315251,0.289,0.378,0.672,Anglo-America,2EEeOnHehOozLq4aS0n6SL,https://open.spotify.com/track/2EEeOnHehOozLq4aS0n6SL
394770,It Wasn't Me,"Shaggy, Rik Rok",0.853,0.606,-10.179524232992442,0.071,0.056,0.654,Anglo-America,1lzr43nnXAijIGYnCT8M8H,https://open.spotify.com/track/1lzr43nnXAijIGYnCT8M8H
394775,Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,0.746,0.877,-8.822254335260112,0.067,0.038,0.751,Anglo-America,0L7loeTIg6akW84aEQZpCT,https://open.spotify.com/track/0L7loeTIg6akW84aEQZpCT
394791,Most Girls,Hailee Steinfeld,0.755,0.57,-14.408070253445977,0.089,0.042,0.406,Anglo-America,2mfUa8bLs2s5N4VaqJZ4lZ,https://open.spotify.com/track/2mfUa8bLs2s5N4VaqJZ4lZ
394810,Rake It Up (feat. Nicki Minaj),Yo Gotti,0.91,0.444,-16.065473543797246,0.344,0.022,0.53,Anglo-America,4knL4iPxPOZjQzTUlELGSY,https://open.spotify.com/track/4knL4iPxPOZjQzTUlELGSY
394829,Should I Stay or Should I Go - Remastered,The Clash,0.743,0.836,-13.295909293019122,0.116,0.08,0.82,Europe,39shmbIHICJ2Wxnk1fPSdz,https://open.spotify.com/track/39shmbIHICJ2Wxnk1fPSdz
394842,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",Bee Gees,0.703,0.826,-14.486438417074254,0.034,0.032,0.945,Europe,6pyzBTIjcO2AMkKE6x2Otb,https://open.spotify.com/track/6pyzBTIjcO2AMkKE6x2Otb
394846,Superstition - Single Version,Stevie Wonder,0.65,0.658,-20.704201867496664,0.085,0.089,0.883,Anglo-America,5lXcSvHRVjQJ3LB2rLKQog,https://open.spotify.com/track/5lXcSvHRVjQJ3LB2rLKQog
394875,You Make My Dreams (Come True),Daryl Hall & John Oates,0.751,0.501,-22.776789684304134,0.055,0.234,0.902,Anglo-America,4o6BgsqLIBViaGVbx5rbRk,https://open.spotify.com/track/4o6BgsqLIBViaGVbx5rbRk
394876,You Shook Me All Night Long,AC/DC,0.532,0.767,-11.701867496665187,0.057,0.003,0.755,Oceania,2SiXAy7TuUkycRVbbWDEpo,https://open.spotify.com/track/2SiXAy7TuUkycRVbbWDEpo
394908,Call On Me - Ryan Riback Extended Remix,Starley,0.67,0.839,-9.224099599822146,0.036,0.061,0.726,Oceania,14uKsvPJ0quzQvdB6f7Dur,https://open.spotify.com/track/14uKsvPJ0quzQvdB6f7Dur
394909,Came Here for Love,"Sigala, Ella Eyre",0.708,0.868,-7.996887505558021,0.043,0.031,0.72,Europe,3kGfazcbVvVkuZunzlLgTD,https://open.spotify.com/track/3kGfazcbVvVkuZunzlLgTD
394919,Crazy In Love (feat. Jay-Z),Beyoncé,0.664,0.758,-13.492663405958197,0.21,0.002,0.701,Anglo-America,0WqIKmW4BTrj3eJFmnCKMv,https://open.spotify.com/track/0WqIKmW4BTrj3eJFmnCKMv
394960,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,0.663,0.713,-13.599377501111604,0.112,0.035,0.69,Anglo-America,17Fd6Yb7mSbinKG8LoWfFl,https://open.spotify.com/track/17Fd6Yb7mSbinKG8LoWfFl
394964,Instruction,"Jax Jones, Demi Lovato, Stefflon Don",0.766,0.919,-8.548799466429521,0.201,0.096,0.926,Europe,2ytH5wDuqhgLTiDVYioteq,https://open.spotify.com/track/2ytH5wDuqhgLTiDVYioteq
394969,Katchi - Ofenbach vs. Nick Waterhouse,Ofenbach,0.837,0.793,-10.933192530013343,0.057,0.026,0.87,Europe,2NF8A7C6tICScdRaZ0BrEe,https://open.spotify.com/track/2NF8A7C6tICScdRaZ0BrEe
395032,Solo Dance,Martin Jensen,0.744,0.836,-6.511227212094262,0.051,0.044,0.36,Europe,6HUnnBwYZqcED1eQztxMBN,https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN
395055,Tuesday,"Burak Yeter, Danelle Sandoval",0.841,0.639,-12.60726989773233,0.069,0.016,0.675,Europe,7abpmGpF7PGep2rDU68GBR,https://open.spotify.com/track/7abpmGpF7PGep2rDU68GBR
395056,Twist And Shout - Remastered,The Beatles,0.482,0.849,-17.85293463761672,0.045,0.641,0.937,Europe,4Z1fbYp0HuxLBje4MOZcSD,https://open.spotify.com/track/4Z1fbYp0HuxLBje4MOZcSD
395065,Was du Liebe nennst,Bausa,0.874,0.487,-16.112160960426856,0.064,0.393,0.746,Europe,4hKWUzhQWsOkgT6LnDEASe,https://open.spotify.com/track/4hKWUzhQWsOkgT6LnDEASe
395074,You Don't Know Me - Radio Edit,"Jax Jones, RAYE",0.876,0.669,-12.610604713205866,0.138,0.163,0.682,Europe,00lNx0OcTJrS3MKHcB80HY,https://open.spotify.com/track/00lNx0OcTJrS3MKHcB80HY
395176,Look What You Made Me Do,Taylor Swift,0.766,0.709,-13.305913739439752,0.123,0.204,0.506,Anglo-America,1P17dC1amhFzptugyAO7Il,https://open.spotify.com/track/1P17dC1amhFzptugyAO7Il
395388,Modern Slavery,"Huncho Jack, Travis Scott, Quavo",0.765,0.733,-8.367052023121389,0.165,0.002,0.495,Anglo-America,7J6bnDDitOwfelaJNixHhL,https://open.spotify.com/track/7J6bnDDitOwfelaJNixHhL
395498,Believe,Eminem,0.886,0.488,-11.900289017341038,0.184,0.166,0.114,Anglo-America,2XDhuJvvx2wcIROXbfTTYr,https://open.spotify.com/track/2XDhuJvvx2wcIROXbfTTYr
395500,Bella,Wolfine,0.909,0.493,-13.667741218319257,0.074,0.128,0.844,Latin-America,1Ft13La2daEGqz5yWJC7lx,https://open.spotify.com/track/1Ft13La2daEGqz5yWJC7lx
395503,Black & Chinese,"Huncho Jack, Travis Scott, Quavo",0.668,0.844,-9.437527790128946,0.096,0.004,0.33,Anglo-America,628Ueb4sRiXApObhcU9iPU,https://open.spotify.com/track/628Ueb4sRiXApObhcU9iPU
395638,Stay (with Alessia Cara),Zedd,0.679,0.634,-10.893174744330814,0.065,0.232,0.498,Europe,0dA2Mk56wEzDgegdC6R17g,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g
395734,Eye 2 Eye,"Huncho Jack, Travis Scott, Quavo, Takeoff",0.818,0.65,-9.732658959537574,0.148,0.001,0.163,Anglo-America,4vwfOiyWxXeEdx4ejAJgdx,https://open.spotify.com/track/4vwfOiyWxXeEdx4ejAJgdx
395762,Ice Tray,"Quality Control, Quavo, Lil Yachty",0.89,0.504,-11.593485993775012,0.123,0.023,0.222,Anglo-America,3wdfLVUhmX64lIyWIIEW8s,https://open.spotify.com/track/3wdfLVUhmX64lIyWIIEW8s
395923,Do They Know It's Christmas? - 1984 Version,Band Aid,0.599,0.642,-14.081258337038683,0.036,0.164,0.349,Europe,1hvpDAxZPKjKztOc72sv06,https://open.spotify.com/track/1hvpDAxZPKjKztOc72sv06
395952,Have Yourself A Merry Little Christmas,Sam Smith,0.426,0.177,-18.238105824811022,0.044,0.954,0.317,Europe,7Hz6LLOVxrojLPIHJJ1S0E,https://open.spotify.com/track/7Hz6LLOVxrojLPIHJJ1S0E
395969,Jingle Bell Rock,Bobby Helms,0.741,0.34,-24.894397510004453,0.045,0.614,0.838,Anglo-America,1cImYkHOQMFE7AZC9aOk4y,https://open.spotify.com/track/1cImYkHOQMFE7AZC9aOk4y
395992,Mistletoe,Justin Bieber,0.666,0.543,-17.836260560248995,0.045,0.511,0.881,Anglo-America,32OWobmyAz8J2qA8iWekyS,https://open.spotify.com/track/32OWobmyAz8J2qA8iWekyS
396024,Santa Tell Me,Ariana Grande,0.464,0.63,-14.749888839484214,0.182,0.046,0.527,Anglo-America,1ADjWm8QNhgNV8yCNNgQ1T,https://open.spotify.com/track/1ADjWm8QNhgNV8yCNNgQ1T
396052,The Christmas Song (Merry Christmas To You),Nat King Cole,0.31,0.095,-32.242663405958204,0.037,0.904,0.188,Anglo-America,5humEOJehpAwMJEJmb0JJ2,https://open.spotify.com/track/5humEOJehpAwMJEJmb0JJ2
396075,Wonderful Christmastime - Remastered 2011 / Edited Version,Paul McCartney,0.774,0.511,-17.379390840373496,0.032,0.322,0.771,Europe,4gavOCQdZ2g86gkvi17FM7,https://open.spotify.com/track/4gavOCQdZ2g86gkvi17FM7
396105,Christmas (Baby Please Come Home),Darlene Love,0.325,0.759,-14.431413961760782,0.053,0.395,0.36,Anglo-America,46pF1zFimM582ss1PrMy68,https://open.spotify.com/track/46pF1zFimM582ss1PrMy68
396108,Christmas Time,The Platters,0.343,0.339,-17.992996887505562,0.028,0.867,0.404,Anglo-America,2345kZ5rt8eHjO8CFpx3Yi,https://open.spotify.com/track/2345kZ5rt8eHjO8CFpx3Yi
396120,Dominick the Donkey (The Italian Christmas Donkey) [with Joe Reisman's Orchestra and Chorus],Lou Monte,0.807,0.473,-21.496220542463313,0.047,0.68,0.963,Anglo-America,1BB9hv4471pPlNqOAnDglV,https://open.spotify.com/track/1BB9hv4471pPlNqOAnDglV
396132,God Rest Ye Merry Gentlemen - Single Version,Bing Crosby,0.474,0.257,-20.477434415295683,0.032,0.992,0.684,Anglo-America,1uPEDUtTJZOkj7CjGDtZGv,https://open.spotify.com/track/1uPEDUtTJZOkj7CjGDtZGv
396137,Hark! The Herald Angels Sing/It Came Upon A Midnight Clear - Remastered,Bing Crosby,0.288,0.324,-20.72087594486439,0.033,0.947,0.264,Anglo-America,59g1IKRYrCBsYLdd0WhKus,https://open.spotify.com/track/59g1IKRYrCBsYLdd0WhKus
396157,I'll Be Home For Christmas - Single Version,Bing Crosby,0.199,0.205,-23.74555357936861,0.032,0.678,0.224,Anglo-America,4RppWtszgz5gPVOKUQazCH,https://open.spotify.com/track/4RppWtszgz5gPVOKUQazCH
396160,It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters",0.724,0.276,-2.5365440195642535,0.06,0.76,0.718,Anglo-America,6IeK3Ap5m3HabwJxgI6eSE,https://open.spotify.com/track/6IeK3Ap5m3HabwJxgI6eSE
396167,Joy To The World,Nat King Cole,0.559,0.381,-18.266451756336146,0.029,0.783,0.667,Anglo-America,3eLWJ29j2FGM91T7aGlHHW,https://open.spotify.com/track/3eLWJ29j2FGM91T7aGlHHW
396175,Lonely This Christmas,Mud,0.551,0.325,-25.03779457536683,0.029,0.81,0.496,Europe,0leIhGny91OrU4mjcshsjI,https://open.spotify.com/track/0leIhGny91OrU4mjcshsjI
396183,"Medley: Caroling, Caroling / The First Noel / Hark! The Herald Angels Sing / Silent Night",Perry Como,0.143,0.134,-31.348932859048467,0.032,0.952,0.107,Anglo-America,5D30yNI3b0HAuaBWAGOImI,https://open.spotify.com/track/5D30yNI3b0HAuaBWAGOImI
396184,Mele Kalikimaka - Single Version,"Bing Crosby, The Andrews Sisters",0.463,0.285,-21.884726545131173,0.048,0.838,0.525,Anglo-America,6UrKVLhzBYZY6fXmNyCLDi,https://open.spotify.com/track/6UrKVLhzBYZY6fXmNyCLDi
396195,My Only Wish (This Year),Britney Spears,0.665,0.844,-8.813917296576257,0.027,0.171,0.665,Anglo-America,7aiVBCp1ibIWE5GeHkbtxr,https://open.spotify.com/track/7aiVBCp1ibIWE5GeHkbtxr
396199,O Christmas Tree,Tony Bennett,0.571,0.098,-2.5400289017340967,0.043,0.949,0.086,Anglo-America,2VsCE6ui7N4IRzGIGT7Di8,https://open.spotify.com/track/2VsCE6ui7N4IRzGIGT7Di8
396200,O Little Town of Bethlehem,Elvis Presley,0.325,0.041,-34.3669408626056,0.036,0.984,0.212,Anglo-America,6Ai7PiAjnb4eIiC05By0i4,https://open.spotify.com/track/6Ai7PiAjnb4eIiC05By0i4
396201,O Tannenbaum,Nat King Cole,0.242,0.283,-21.44619831036016,0.029,0.824,0.239,Anglo-America,2nWeF8M4XwOdIEUK8q1kTj,https://open.spotify.com/track/2nWeF8M4XwOdIEUK8q1kTj
396211,"River - Recorded At RAK Studios, London",Sam Smith,0.347,0.187,-21.472876834148508,0.051,0.889,0.203,Europe,29UQV9kjexf0TJAR0UElID,https://open.spotify.com/track/29UQV9kjexf0TJAR0UElID
396215,Rockin' Around The Christmas Tree,Miley Cyrus,0.603,0.713,-15.153401511783017,0.035,0.041,0.796,Anglo-America,5lyikKk6KFWfWCuDDir9Fx,https://open.spotify.com/track/5lyikKk6KFWfWCuDDir9Fx
396238,Snowman,Sia,0.716,0.512,-12.949088483770566,0.033,0.483,0.326,Oceania,3E6Ydoy1H8ePoigc10Mgsa,https://open.spotify.com/track/3E6Ydoy1H8ePoigc10Mgsa
396243,Step Into Christmas,Elton John,0.532,0.926,-11.746887505558021,0.036,0.112,0.814,Europe,3YQUpKTmtgPJf8u6ooi9KA,https://open.spotify.com/track/3YQUpKTmtgPJf8u6ooi9KA
396244,Stop the Cavalry,Jo Lewie,0.687,0.496,-10.366273899510894,0.034,0.434,0.746,Europe,095XSaT8I2uI6Uldj2QrSl,https://open.spotify.com/track/095XSaT8I2uI6Uldj2QrSl
396248,Thank God It's Christmas - Non-Album Single,Queen,0.296,0.421,-17.341040462427742,0.029,0.214,0.335,Europe,05X6aMCQR09E6smUmw9qms,https://open.spotify.com/track/05X6aMCQR09E6smUmw9qms
396251,The Christmas Waltz,Peggy Lee,0.253,0.166,-30.665295686971987,0.031,0.829,0.18,Anglo-America,4DV9KToOaC0khx2MqOZstE,https://open.spotify.com/track/4DV9KToOaC0khx2MqOZstE
396253,The Happiest Christmas Tree - 2009 Digital Remaster,Nat King Cole,0.494,0.644,-22.15984882169853,0.905,0.704,0.866,Anglo-America,4WN9xLkAeINLPLaoeZ9ZW9,https://open.spotify.com/track/4WN9xLkAeINLPLaoeZ9ZW9
396260,Twelve Days Of Christmas - Single Version,"Bing Crosby, The Andrews Sisters",0.629,0.292,-20.419075144508675,0.06,0.883,0.83,Anglo-America,4Zo33RKIwOIiVsZZtXsKU4,https://open.spotify.com/track/4Zo33RKIwOIiVsZZtXsKU4
396266,What Child Is This?/The Holly And The Ivy,Bing Crosby,0.342,0.18,-27.919075144508675,0.032,0.991,0.215,Anglo-America,6ScCr1C4VIFzulq8bP65mj,https://open.spotify.com/track/6ScCr1C4VIFzulq8bP65mj
396276,You Make It Feel Like Christmas (feat. Blake Shelton),Gwen Stefani,0.515,0.876,-9.662627834593152,0.06,0.012,0.917,Anglo-America,6C81GGUCNbEmR8gMIi0CpH,https://open.spotify.com/track/6C81GGUCNbEmR8gMIi0CpH
396308,Christmas Eve - Recorded at Spotify Studios NYC,Kelly Clarkson,0.537,0.834,-2.530724766562919,0.083,0.033,0.353,Anglo-America,0ezxVlILGg3XiTJONE7PEn,https://open.spotify.com/track/0ezxVlILGg3XiTJONE7PEn
396410,"River - Recorded At RAK Studios, London",Sam Smith,0.472,0.181,-21.55291240551356,0.041,0.896,0.198,Europe,7DNGqrLnd07C2FPpAdn6cc,https://open.spotify.com/track/7DNGqrLnd07C2FPpAdn6cc
396423,Santa Claus Is Comin' to Town,Frank Sitra,0.636,0.178,-22.82347710093375,0.066,0.663,0.643,Europe,75clRtmtXSkZsPm6SjjQ5j,https://open.spotify.com/track/75clRtmtXSkZsPm6SjjQ5j
396539,Go,"Huncho Jack, Travis Scott, Quavo",0.755,0.898,-2.5174138506002706,0.042,0.32,0.576,Anglo-America,4RgoqOBE34Q6zZj8K7RUAx,https://open.spotify.com/track/4RgoqOBE34Q6zZj8K7RUAx
396553,How U Feel,"Huncho Jack, Travis Scott, Quavo",0.86,0.799,-6.594597598932857,0.149,0.053,0.491,Anglo-America,7CWiWkccuRRdrmaW6AjVEf,https://open.spotify.com/track/7CWiWkccuRRdrmaW6AjVEf
396555,Huncho Jack,"Huncho Jack, Travis Scott, Quavo",0.793,0.574,-8.367052023121389,0.044,0.011,0.06,Anglo-America,5vuiHi3QYbwcm1OKJOYnrf,https://open.spotify.com/track/5vuiHi3QYbwcm1OKJOYnrf
396594,Moon Rock,"Huncho Jack, Travis Scott, Quavo",0.72,0.717,-9.257447754557582,0.046,0.009,0.198,Anglo-America,7bTH8LgGSwyNNE4r1k95Zp,https://open.spotify.com/track/7bTH8LgGSwyNNE4r1k95Zp
396596,Motorcycle Patches,"Huncho Jack, Travis Scott, Quavo",0.868,0.657,-10.608048021342817,0.113,0.016,0.436,Anglo-America,7g7raxdQpiLZT7aOlib4S1,https://open.spotify.com/track/7g7raxdQpiLZT7aOlib4S1
396619,Saint Laurent Mask,"Huncho Jack, Travis Scott, Quavo",0.771,0.596,-9.329146287238771,0.041,0.038,0.075,Anglo-America,7JGyxh8G8QZnu4AMJuCqlj,https://open.spotify.com/track/7JGyxh8G8QZnu4AMJuCqlj
396696,Best Man,"Huncho Jack, Travis Scott, Quavo",0.673,0.687,-10.131169408626057,0.055,0.003,0.159,Anglo-America,2hIFuoXhzcZGvmdtSE35lc,https://open.spotify.com/track/2hIFuoXhzcZGvmdtSE35lc
396698,Black & Chinese,"Huncho Jack, Travis Scott, Quavo",0.667,0.848,-9.445864828812809,0.093,0.003,0.361,Anglo-America,2GByM82VgSrwywP6MVZmsm,https://open.spotify.com/track/2GByM82VgSrwywP6MVZmsm
396724,Dubai Shit,"Huncho Jack, Travis Scott, Quavo, Offset",0.768,0.535,-10.001111605157845,0.053,0.057,0.239,Anglo-America,5TRaIECBIfSkeqkKoG6psm,https://open.spotify.com/track/5TRaIECBIfSkeqkKoG6psm
396753,How U Feel,"Huncho Jack, Travis Scott, Quavo",0.853,0.79,-6.779679857714541,0.158,0.047,0.46,Anglo-America,45FMZNp09Z0FMjjOUVGAzm,https://open.spotify.com/track/45FMZNp09Z0FMjjOUVGAzm
396776,Like Home (feat. Alicia Keys),Eminem,0.778,0.783,-10.076144953312586,0.239,0.258,0.285,Anglo-America,2rozzUGTRWqhTa2NzJAl8I,https://open.spotify.com/track/2rozzUGTRWqhTa2NzJAl8I
396793,Modern Slavery,"Huncho Jack, Travis Scott, Quavo",0.744,0.739,-8.743886171631836,0.224,0.002,0.507,Anglo-America,7CRVv14VLogIh8BZLcRpJM,https://open.spotify.com/track/7CRVv14VLogIh8BZLcRpJM
396796,Motorcycle Patches,"Huncho Jack, Travis Scott, Quavo",0.893,0.662,-2.5245053357047595,0.097,0.017,0.446,Anglo-America,4ceMuukXWzAQRYRYXalJMS,https://open.spotify.com/track/4ceMuukXWzAQRYRYXalJMS
396805,Perfect Symphony (Ed Sheeran & Andrea Bocelli),Ed Sheeran,0.544,0.417,-9.831036016007111,0.025,0.586,0.207,Europe,3zl7j5ua8mF4JDYuxrfo01,https://open.spotify.com/track/3zl7j5ua8mF4JDYuxrfo01
396820,Saint,"Huncho Jack, Travis Scott, Quavo",0.855,0.642,-8.687194308581596,0.056,0.01,0.07,Anglo-America,5RRw66jDLIzgIqwA7ABJ9o,https://open.spotify.com/track/5RRw66jDLIzgIqwA7ABJ9o
396821,Saint Laurent Mask,"Huncho Jack, Travis Scott, Quavo",0.767,0.59,-9.349155180080032,0.041,0.043,0.079,Anglo-America,7mJ2RZgc9MDpiQBijvPYFX,https://open.spotify.com/track/7mJ2RZgc9MDpiQBijvPYFX
396868,Where U From,"Huncho Jack, Travis Scott, Quavo",0.756,0.757,-7.466651845264565,0.077,0.054,0.284,Anglo-America,11cCVYamncF0ezwjj1irQ0,https://open.spotify.com/track/11cCVYamncF0ezwjj1irQ0
396894,Bad Husband (feat. X Ambassadors),Eminem,0.51,0.72,-11.114939973321476,0.317,0.083,0.451,Anglo-America,5p9ufaI7TwrlXtmiKCz3q3,https://open.spotify.com/track/5p9ufaI7TwrlXtmiKCz3q3
396999,Nowhere Fast (feat. Kehlani),Eminem,0.708,0.729,-10.22120942641174,0.188,0.261,0.644,Anglo-America,6Ww0J5EFjiPxkgZpEkRQVN,https://open.spotify.com/track/6Ww0J5EFjiPxkgZpEkRQVN
397012,Remind Me,Eminem,0.764,0.867,-8.94564250778123,0.296,0.125,0.767,Anglo-America,0OMt4Qyetdbw2eUEvKBdHH,https://open.spotify.com/track/0OMt4Qyetdbw2eUEvKBdHH
397056,Tragic Endings (feat. Skylar Grey),Eminem,0.634,0.771,-10.781458425967102,0.295,0.429,0.522,Anglo-America,107CfwBqfICzcKur8k7UCA,https://open.spotify.com/track/107CfwBqfICzcKur8k7UCA
397110,Chloraseptic (feat. Phresher),Eminem,0.894,0.749,-13.212538906180527,0.274,0.04,0.381,Anglo-America,2MdMjF20umbTe4y2FgdnG8,https://open.spotify.com/track/2MdMjF20umbTe4y2FgdnG8
397259,Untouchable,Eminem,0.546,0.89,-2.521754112939078,0.513,0.078,0.636,Anglo-America,4g2j0YZdGB8x5vQjXmJsKN,https://open.spotify.com/track/4g2j0YZdGB8x5vQjXmJsKN
397290,Arose,Eminem,0.612,0.904,-12.647287683414852,0.429,0.182,0.555,Anglo-America,0chdEzeIcgfNYbWJBpgvzR,https://open.spotify.com/track/0chdEzeIcgfNYbWJBpgvzR
397307,Castle,Eminem,0.657,0.826,-10.092819030680303,0.293,0.023,0.26,Anglo-America,6P2ffRHZZ8CdH3GfWq71Ci,https://open.spotify.com/track/6P2ffRHZZ8CdH3GfWq71Ci
397335,Framed,Eminem,0.744,0.821,-7.533348154735435,0.161,0.011,0.762,Anglo-America,05CgKydlFJALNy4JTHeMgs,https://open.spotify.com/track/05CgKydlFJALNy4JTHeMgs
397342,Go Legend (& Metro Boomin),"Big Sean, Travis Scott",0.656,0.564,-17.39773232547799,0.088,0.017,0.25,Anglo-America,3wAI7MIQtTgwcRmwchPZBc,https://open.spotify.com/track/3wAI7MIQtTgwcRmwchPZBc
397351,Heat,Eminem,0.835,0.864,-11.455091151622938,0.272,0.163,0.511,Anglo-America,7oDTApxHeWzTQOR7GPPxw4,https://open.spotify.com/track/7oDTApxHeWzTQOR7GPPxw4
397364,In Your Head,Eminem,0.618,0.792,-11.298354824366385,0.284,0.002,0.199,Anglo-America,72i5s3SBDEkaRUOgUTlkfO,https://open.spotify.com/track/72i5s3SBDEkaRUOgUTlkfO
397395,Need Me (feat. Pink),Eminem,0.697,0.664,-14.434748777234326,0.063,0.005,0.566,Anglo-America,4hGZxsGcFnuCJXn25EWj5j,https://open.spotify.com/track/4hGZxsGcFnuCJXn25EWj5j
397401,Offended,Eminem,0.656,0.871,-10.192863494886616,0.366,0.573,0.75,Anglo-America,3IkACj2ZEsmDLzhQNBW2XH,https://open.spotify.com/track/3IkACj2ZEsmDLzhQNBW2XH
397415,Revival (Interlude),Eminem,0.613,0.288,-18.86171631836372,0.029,0.857,0.738,Anglo-America,3PAwprj5tcrX8vV9BbBL9X,https://open.spotify.com/track/3PAwprj5tcrX8vV9BbBL9X
397771,Jingle Bell Rock,Anita Kerr Singers,0.741,0.326,-22.600044464206313,0.04,0.918,0.751,Anglo-America,4IdXngKo4g5exqZ0fQTecu,https://open.spotify.com/track/4IdXngKo4g5exqZ0fQTecu
397965,Issues,Julia Michaels,0.706,0.427,-13.961204979991109,0.088,0.413,0.42,Anglo-America,6D0b04NJIKfEMg040WioJQ,https://open.spotify.com/track/6D0b04NJIKfEMg040WioJQ
398095,Bad Husband (feat. X Ambassadors),Eminem,0.514,0.72,-11.16829702089818,0.322,0.074,0.478,Anglo-America,3GOjD8hwXOxbTF3apTqSqX,https://open.spotify.com/track/3GOjD8hwXOxbTF3apTqSqX
398107,Castle,Eminem,0.612,0.819,-10.172854602045355,0.321,0.027,0.279,Anglo-America,0lc70Jh2s1iOMuv9XIEhFy,https://open.spotify.com/track/0lc70Jh2s1iOMuv9XIEhFy
398110,Chloraseptic (feat. Phresher),Eminem,0.898,0.753,-13.080813694975546,0.275,0.042,0.414,Anglo-America,13aKdwvdGjuZDv2OOKyvs7,https://open.spotify.com/track/13aKdwvdGjuZDv2OOKyvs7
398123,Don't Don't Do It!,"N.E.R.D, Kendrick Lamar, Pharrell Williams",0.799,0.871,-12.160404624277454,0.138,0.12,0.811,Anglo-America,2svutFGaCycRmYc1mWbfQh,https://open.spotify.com/track/2svutFGaCycRmYc1mWbfQh
398151,Heat,Eminem,0.843,0.86,-11.496776345042235,0.273,0.172,0.519,Anglo-America,7ntU619k40YVxcRvFNDTNn,https://open.spotify.com/track/7ntU619k40YVxcRvFNDTNn
398164,In Your Head,Eminem,0.647,0.778,-11.281680746998667,0.224,0.002,0.252,Anglo-America,5qykEZTHAcplCLrynoLRnN,https://open.spotify.com/track/5qykEZTHAcplCLrynoLRnN
398180,Love Is Gone,"G-Eazy, Drew Love",0.631,0.79,-11.066585148955092,0.391,0.144,0.23,Anglo-America,7aW0z1jKq6FgB7ffpbocg6,https://open.spotify.com/track/7aW0z1jKq6FgB7ffpbocg6
398200,Nowhere Fast (feat. Kehlani),Eminem,0.7,0.74,-10.214539795464646,0.184,0.254,0.663,Anglo-America,4xs1uoAjiWAEecX9yKGSF6,https://open.spotify.com/track/4xs1uoAjiWAEecX9yKGSF6
398250,The Beautiful & Damned,"G-Eazy, Zoe Nash",0.656,0.804,-11.171631836371716,0.363,0.173,0.314,Anglo-America,2WWruw7ul9N7eqoHELyMc2,https://open.spotify.com/track/2WWruw7ul9N7eqoHELyMc2
398345,Gorgeous,Taylor Swift,0.8,0.535,-13.661071587372163,0.135,0.071,0.451,Anglo-America,1ZY1PqizIl78geGM4xWlEA,https://open.spotify.com/track/1ZY1PqizIl78geGM4xWlEA
398355,Him & I,"G-Eazy, Halsey",0.589,0.731,-13.092485549132952,0.087,0.053,0.191,Anglo-America,3YU6vJbjYUG0tiJyXf9x5V,https://open.spotify.com/track/3YU6vJbjYUG0tiJyXf9x5V
398396,More Than You Know,Axwell /\ Ingrosso,0.644,0.743,-10.856491774121835,0.036,0.034,0.544,Europe,3PEgB3fkiojxms35ntsTgs,https://open.spotify.com/track/3PEgB3fkiojxms35ntsTgs
